"nom_variable";"annee";"libelle";"type.d.indicateur";"flottille";"metier";"espece";"indicateur";"unite";"remarques"
"v__Lref_f_e";"1984";"Débarquements de référence esp modélisée par flottille";"Production";"f__Haliotis";"";"e__COR";"20.7076";"tonnes/an";"Sacrois"
"v__Lref_f_e";"1984";"Débarquements de référence esp modélisée par flottille";"Production";"f__Haliotis";"";"e__GAR";"0";"tonnes/an";"Sacrois"
"v__Lref_f_e";"1984";"Débarquements de référence esp modélisée par flottille";"Production";"f__Haliotis";"";"e__ARC";"52.54005";"tonnes/an";"Sacrois"
"v__Lref_f_e";"1984";"Débarquements de référence esp modélisée par flottille";"Production";"f__Haliotis";"";"e__DAR";"0.1714";"tonnes/an";"Sacrois"
"v__Lref_f_e";"1984";"Débarquements de référence esp modélisée par flottille";"Production";"f__Haliotis";"";"e__GLY";"1.29715";"tonnes/an";"Sacrois"
"v__Lref_f_e";"1984";"Débarquements de référence esp modélisée par flottille";"Production";"f__Haliotis";"";"e__HER";"0";"tonnes/an";"Sacrois"
"v__Lref_f_e";"1984";"Débarquements de référence esp modélisée par flottille";"Production";"f__Haliotis";"";"e__MAH";"0";"tonnes/an";"Sacrois"
"v__Lref_f_e";"1984";"Débarquements de référence esp modélisée par flottille";"Production";"f__Haliotis";"";"e__DOR";"0";"tonnes/an";"Sacrois"
"v__Lref_f_e";"1984";"Débarquements de référence esp modélisée par flottille";"Production";"f__Haliotis";"";"e__PAV";"1.05";"tonnes/an";"Sacrois"
"v__Lref_f_e";"1984";"Débarquements de référence esp modélisée par flottille";"Production";"f__Haliotis";"";"e__INO";"0.01195";"tonnes/an";"Sacrois"
"v__Lref_f_e";"1984";"Débarquements de référence esp modélisée par flottille";"Production";"f__Haliotis";"";"e__TUL";"43.7895";"tonnes/an";"Sacrois"
"v__Lref_f_e";"1984";"Débarquements de référence esp modélisée par flottille";"Production";"f__Haliotis";"";"e__PAM";"0";"tonnes/an";"Sacrois"
"v__Lref_f_e";"1984";"Débarquements de référence esp modélisée par flottille";"Production";"f__Haliotis";"";"e__MON";"8.54025";"tonnes/an";"Sacrois"
"v__Lref_f_e";"1984";"Débarquements de référence esp modélisée par flottille";"Production";"f__Haliotis";"";"e__OED";"0.65695";"tonnes/an";"Sacrois"
"v__Lref_f_e";"1984";"Débarquements de référence esp modélisée par flottille";"Production";"f__Haliotis";"";"e__HAY";"3.536";"tonnes/an";"Sacrois"
"v__Lref_f_e";"1984";"Débarquements de référence esp modélisée par flottille";"Production";"f__Haliotis";"";"e__FET";"0.004";"tonnes/an";"Sacrois"
"v__Lref_f_e";"1984";"Débarquements de référence esp modélisée par flottille";"Production";"f__Haliotis";"";"e__RHO";"0.02705";"tonnes/an";"Sacrois"
"v__Lref_f_e";"1984";"Débarquements de référence esp modélisée par flottille";"Production";"f__Haliotis";"";"e__IPH";"0";"tonnes/an";"Sacrois"
"v__Lref_f_e";"1984";"Débarquements de référence esp modélisée par flottille";"Production";"f__Haliotis";"";"e__THY";"14.90555";"tonnes/an";"Sacrois"
"v__Lref_f_e";"1984";"Débarquements de référence esp modélisée par flottille";"Production";"f__Haliotis";"";"e__OCH";"0.03575";"tonnes/an";"Sacrois"
"v__Lref_f_e";"1984";"Débarquements de référence esp modélisée par flottille";"Production";"f__Haliotis";"";"e__VAU";"7.5705";"tonnes/an";"Sacrois"
"v__Lref_f_e";"1984";"Débarquements de référence esp modélisée par flottille";"Production";"f__Haliotis";"";"e__ZZZ";"41.07645";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Haliotis";"m__Filet_COR";"e__COR";"20.0671";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Haliotis";"m__Filet_COR";"e__GAR";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Haliotis";"m__Filet_COR";"e__ARC";"4.55805";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Haliotis";"m__Filet_COR";"e__DAR";"0.06215";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Haliotis";"m__Filet_COR";"e__GLY";"1.0543";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Haliotis";"m__Filet_COR";"e__HER";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Haliotis";"m__Filet_COR";"e__MAH";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Haliotis";"m__Filet_COR";"e__DOR";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Haliotis";"m__Filet_COR";"e__PAV";"0.0425";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Haliotis";"m__Filet_COR";"e__INO";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Haliotis";"m__Filet_COR";"e__TUL";"1.1431";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Haliotis";"m__Filet_COR";"e__PAM";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Haliotis";"m__Filet_COR";"e__MON";"1.9463";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Haliotis";"m__Filet_COR";"e__OED";"0.10505";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Haliotis";"m__Filet_COR";"e__HAY";"0.704";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Haliotis";"m__Filet_COR";"e__FET";"0.004";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Haliotis";"m__Filet_COR";"e__RHO";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Haliotis";"m__Filet_COR";"e__IPH";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Haliotis";"m__Filet_COR";"e__THY";"1.4586";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Haliotis";"m__Filet_COR";"e__OCH";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Haliotis";"m__Filet_COR";"e__VAU";"0.1515";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Haliotis";"m__Filet_COR";"e__ZZZ";"8.74635";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Haliotis";"m__Filet_DP";"e__COR";"0.62595";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Haliotis";"m__Filet_DP";"e__GAR";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Haliotis";"m__Filet_DP";"e__ARC";"10.1625";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Haliotis";"m__Filet_DP";"e__DAR";"0.10925";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Haliotis";"m__Filet_DP";"e__GLY";"0.24285";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Haliotis";"m__Filet_DP";"e__HER";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Haliotis";"m__Filet_DP";"e__MAH";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Haliotis";"m__Filet_DP";"e__DOR";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Haliotis";"m__Filet_DP";"e__PAV";"0.3385";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Haliotis";"m__Filet_DP";"e__INO";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Haliotis";"m__Filet_DP";"e__TUL";"0.7222";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Haliotis";"m__Filet_DP";"e__PAM";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Haliotis";"m__Filet_DP";"e__MON";"0.3127";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Haliotis";"m__Filet_DP";"e__OED";"0.235";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Haliotis";"m__Filet_DP";"e__HAY";"2.832";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Haliotis";"m__Filet_DP";"e__FET";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Haliotis";"m__Filet_DP";"e__RHO";"0.02705";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Haliotis";"m__Filet_DP";"e__IPH";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Haliotis";"m__Filet_DP";"e__THY";"0.863";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Haliotis";"m__Filet_DP";"e__OCH";"0.0067";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Haliotis";"m__Filet_DP";"e__VAU";"5.6655";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Haliotis";"m__Filet_DP";"e__ZZZ";"15.015";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Haliotis";"m__Autres";"e__COR";"0.01455";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Haliotis";"m__Autres";"e__GAR";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Haliotis";"m__Autres";"e__ARC";"11.3415";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Haliotis";"m__Autres";"e__DAR";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Haliotis";"m__Autres";"e__GLY";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Haliotis";"m__Autres";"e__HER";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Haliotis";"m__Autres";"e__MAH";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Haliotis";"m__Autres";"e__DOR";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Haliotis";"m__Autres";"e__PAV";"0.08";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Haliotis";"m__Autres";"e__INO";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Haliotis";"m__Autres";"e__TUL";"23.9364";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Haliotis";"m__Autres";"e__PAM";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Haliotis";"m__Autres";"e__MON";"0.19745";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Haliotis";"m__Autres";"e__OED";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Haliotis";"m__Autres";"e__HAY";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Haliotis";"m__Autres";"e__FET";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Haliotis";"m__Autres";"e__RHO";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Haliotis";"m__Autres";"e__IPH";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Haliotis";"m__Autres";"e__THY";"0.1223";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Haliotis";"m__Autres";"e__OCH";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Haliotis";"m__Autres";"e__VAU";"1.654";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Haliotis";"m__Autres";"e__ZZZ";"1.48415";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Haliotis";"m__Palangre_DP";"e__COR";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Haliotis";"m__Palangre_DP";"e__GAR";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Haliotis";"m__Palangre_DP";"e__ARC";"26.478";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Haliotis";"m__Palangre_DP";"e__DAR";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Haliotis";"m__Palangre_DP";"e__GLY";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Haliotis";"m__Palangre_DP";"e__HER";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Haliotis";"m__Palangre_DP";"e__MAH";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Haliotis";"m__Palangre_DP";"e__DOR";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Haliotis";"m__Palangre_DP";"e__PAV";"0.589";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Haliotis";"m__Palangre_DP";"e__INO";"0.01195";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Haliotis";"m__Palangre_DP";"e__TUL";"17.9878";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Haliotis";"m__Palangre_DP";"e__PAM";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Haliotis";"m__Palangre_DP";"e__MON";"6.0838";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Haliotis";"m__Palangre_DP";"e__OED";"0.3169";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Haliotis";"m__Palangre_DP";"e__HAY";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Haliotis";"m__Palangre_DP";"e__FET";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Haliotis";"m__Palangre_DP";"e__RHO";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Haliotis";"m__Palangre_DP";"e__IPH";"0";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Haliotis";"m__Palangre_DP";"e__THY";"12.46165";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Haliotis";"m__Palangre_DP";"e__OCH";"0.02905";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Haliotis";"m__Palangre_DP";"e__VAU";"0.0995";"tonnes/an";"Sacrois"
"v__Lref_f_m_e";"1984";"Débarquements de référence esp modélisée par flottille - métier";"Production";"f__Haliotis";"m__Palangre_DP";"e__ZZZ";"15.83095";"tonnes/an";"Sacrois"
"v__GVLref_f";"1984";"CA moyen initial par navire d'une flottille";"CA";"f__Haliotis";"";"";"1661063.45";"€/an";"Sacrois"
"v__GVLref_f_m";"1984";"CA moyen initial par navire d'une flottille - métier";"CA";"f__Haliotis";"m__Filet_COR";"";"338459.9";"€/an";"Sacrois"
"v__GVLref_f_m";"1984";"CA moyen initial par navire d'une flottille - métier";"CA";"f__Haliotis";"m__Filet_DP";"";"290450.85";"€/an";"Sacrois"
"v__GVLref_f_m";"1984";"CA moyen initial par navire d'une flottille - métier";"CA";"f__Haliotis";"m__Autres";"";"410038.95";"€/an";"Sacrois"
"v__GVLref_f_m";"1984";"CA moyen initial par navire d'une flottille - métier";"CA";"f__Haliotis";"m__Palangre_DP";"";"622113.75";"€/an";"Sacrois"
"v__GVLref_f_e";"1984";"CA moyen esp modélisée initial par navire d'une flottille";"CA";"f__Haliotis";"";"e__COR";"260014.65";"€/an";"Sacrois"
"v__GVLref_f_e";"1984";"CA moyen esp modélisée initial par navire d'une flottille";"CA";"f__Haliotis";"";"e__GAR";"0";"€/an";"Sacrois"
"v__GVLref_f_e";"1984";"CA moyen esp modélisée initial par navire d'une flottille";"CA";"f__Haliotis";"";"e__ARC";"823918.5";"€/an";"Sacrois"
"v__GVLref_f_e";"1984";"CA moyen esp modélisée initial par navire d'une flottille";"CA";"f__Haliotis";"";"e__DAR";"518.25";"€/an";"Sacrois"
"v__GVLref_f_e";"1984";"CA moyen esp modélisée initial par navire d'une flottille";"CA";"f__Haliotis";"";"e__GLY";"4986.25";"€/an";"Sacrois"
"v__GVLref_f_e";"1984";"CA moyen esp modélisée initial par navire d'une flottille";"CA";"f__Haliotis";"";"e__HER";"0";"€/an";"Sacrois"
"v__GVLref_f_e";"1984";"CA moyen esp modélisée initial par navire d'une flottille";"CA";"f__Haliotis";"";"e__MAH";"0";"€/an";"Sacrois"
"v__GVLref_f_e";"1984";"CA moyen esp modélisée initial par navire d'une flottille";"CA";"f__Haliotis";"";"e__DOR";"0";"€/an";"Sacrois"
"v__GVLref_f_e";"1984";"CA moyen esp modélisée initial par navire d'une flottille";"CA";"f__Haliotis";"";"e__PAV";"1087.45";"€/an";"Sacrois"
"v__GVLref_f_e";"1984";"CA moyen esp modélisée initial par navire d'une flottille";"CA";"f__Haliotis";"";"e__INO";"0.6";"€/an";"Sacrois"
